areaType,areaName,areaCode,date,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate
overview,United Kingdom,K02000001,2020-06-26,41,40557
overview,United Kingdom,K02000001,2020-06-25,68,40516
overview,United Kingdom,K02000001,2020-06-24,74,40448
overview,United Kingdom,K02000001,2020-06-23,64,40374
overview,United Kingdom,K02000001,2020-06-22,64,40310
overview,United Kingdom,K02000001,2020-06-21,54,40246
overview,United Kingdom,K02000001,2020-06-20,60,40192
overview,United Kingdom,K02000001,2020-06-19,52,40132
overview,United Kingdom,K02000001,2020-06-18,61,40080
overview,United Kingdom,K02000001,2020-06-17,59,40019
overview,United Kingdom,K02000001,2020-06-16,84,39960
overview,United Kingdom,K02000001,2020-06-15,70,39876
overview,United Kingdom,K02000001,2020-06-14,86,39806
overview,United Kingdom,K02000001,2020-06-13,62,39720
overview,United Kingdom,K02000001,2020-06-12,80,39658
overview,United Kingdom,K02000001,2020-06-11,80,39578
overview,United Kingdom,K02000001,2020-06-10,109,39498
overview,United Kingdom,K02000001,2020-06-09,90,39389
overview,United Kingdom,K02000001,2020-06-08,125,39299
overview,United Kingdom,K02000001,2020-06-07,128,39174
overview,United Kingdom,K02000001,2020-06-06,110,39046
overview,United Kingdom,K02000001,2020-06-05,123,38936
overview,United Kingdom,K02000001,2020-06-04,134,38813
overview,United Kingdom,K02000001,2020-06-03,155,38679
overview,United Kingdom,K02000001,2020-06-02,168,38524
overview,United Kingdom,K02000001,2020-06-01,134,38356
overview,United Kingdom,K02000001,2020-05-31,127,38222
overview,United Kingdom,K02000001,2020-05-30,163,38095
overview,United Kingdom,K02000001,2020-05-29,186,37932
overview,United Kingdom,K02000001,2020-05-28,217,37746
overview,United Kingdom,K02000001,2020-05-27,197,37529
overview,United Kingdom,K02000001,2020-05-26,214,37332
overview,United Kingdom,K02000001,2020-05-25,200,37118
overview,United Kingdom,K02000001,2020-05-24,196,36918
overview,United Kingdom,K02000001,2020-05-23,220,36722
overview,United Kingdom,K02000001,2020-05-22,223,36502
overview,United Kingdom,K02000001,2020-05-21,238,36279
overview,United Kingdom,K02000001,2020-05-20,268,36041
overview,United Kingdom,K02000001,2020-05-19,275,35773
overview,United Kingdom,K02000001,2020-05-18,293,35498
overview,United Kingdom,K02000001,2020-05-17,267,35205
overview,United Kingdom,K02000001,2020-05-16,314,34938
overview,United Kingdom,K02000001,2020-05-15,314,34624
overview,United Kingdom,K02000001,2020-05-14,334,34310
overview,United Kingdom,K02000001,2020-05-13,317,33976
overview,United Kingdom,K02000001,2020-05-12,321,33659
overview,United Kingdom,K02000001,2020-05-11,309,33338
overview,United Kingdom,K02000001,2020-05-10,348,33029
overview,United Kingdom,K02000001,2020-05-09,378,32681
overview,United Kingdom,K02000001,2020-05-08,383,32303
overview,United Kingdom,K02000001,2020-05-07,461,31920
overview,United Kingdom,K02000001,2020-05-06,459,31459
overview,United Kingdom,K02000001,2020-05-05,465,31000
overview,United Kingdom,K02000001,2020-05-04,484,30535
overview,United Kingdom,K02000001,2020-05-03,450,30051
overview,United Kingdom,K02000001,2020-05-02,494,29601
overview,United Kingdom,K02000001,2020-05-01,568,29107
overview,United Kingdom,K02000001,2020-04-30,551,28539
overview,United Kingdom,K02000001,2020-04-29,572,27988
overview,United Kingdom,K02000001,2020-04-28,560,27416
overview,United Kingdom,K02000001,2020-04-27,594,26856
overview,United Kingdom,K02000001,2020-04-26,633,26262
overview,United Kingdom,K02000001,2020-04-25,647,25629
overview,United Kingdom,K02000001,2020-04-24,683,24982
overview,United Kingdom,K02000001,2020-04-23,678,24299
overview,United Kingdom,K02000001,2020-04-22,731,23621
overview,United Kingdom,K02000001,2020-04-21,745,22890
overview,United Kingdom,K02000001,2020-04-20,783,22145
overview,United Kingdom,K02000001,2020-04-19,769,21362
overview,United Kingdom,K02000001,2020-04-18,800,20593
overview,United Kingdom,K02000001,2020-04-17,819,19793
overview,United Kingdom,K02000001,2020-04-16,844,18974
overview,United Kingdom,K02000001,2020-04-15,878,18130
overview,United Kingdom,K02000001,2020-04-14,857,17252
overview,United Kingdom,K02000001,2020-04-13,896,16395
overview,United Kingdom,K02000001,2020-04-12,958,15499
overview,United Kingdom,K02000001,2020-04-11,956,14541
overview,United Kingdom,K02000001,2020-04-10,944,13585
overview,United Kingdom,K02000001,2020-04-09,1001,12641
overview,United Kingdom,K02000001,2020-04-08,1076,11640
overview,United Kingdom,K02000001,2020-04-07,999,10564
overview,United Kingdom,K02000001,2020-04-06,895,9565
overview,United Kingdom,K02000001,2020-04-05,917,8670
overview,United Kingdom,K02000001,2020-04-04,906,7753
overview,United Kingdom,K02000001,2020-04-03,840,6847
overview,United Kingdom,K02000001,2020-04-02,806,6007
overview,United Kingdom,K02000001,2020-04-01,769,5201
overview,United Kingdom,K02000001,2020-03-31,661,4432
overview,United Kingdom,K02000001,2020-03-30,591,3771
overview,United Kingdom,K02000001,2020-03-29,506,3180
overview,United Kingdom,K02000001,2020-03-28,436,2674
overview,United Kingdom,K02000001,2020-03-27,398,2238
overview,United Kingdom,K02000001,2020-03-26,362,1840
overview,United Kingdom,K02000001,2020-03-25,303,1478
overview,United Kingdom,K02000001,2020-03-24,237,1175
overview,United Kingdom,K02000001,2020-03-23,186,938
overview,United Kingdom,K02000001,2020-03-22,164,752
overview,United Kingdom,K02000001,2020-03-21,130,588
overview,United Kingdom,K02000001,2020-03-20,109,458
overview,United Kingdom,K02000001,2020-03-19,74,349
overview,United Kingdom,K02000001,2020-03-18,68,275
overview,United Kingdom,K02000001,2020-03-17,52,207
overview,United Kingdom,K02000001,2020-03-16,47,155
overview,United Kingdom,K02000001,2020-03-15,32,108
overview,United Kingdom,K02000001,2020-03-14,22,76
overview,United Kingdom,K02000001,2020-03-13,16,54
overview,United Kingdom,K02000001,2020-03-12,13,38
overview,United Kingdom,K02000001,2020-03-11,8,25
overview,United Kingdom,K02000001,2020-03-10,3,17
overview,United Kingdom,K02000001,2020-03-09,5,14
overview,United Kingdom,K02000001,2020-03-08,3,9
overview,United Kingdom,K02000001,2020-03-07,0,6
overview,United Kingdom,K02000001,2020-03-06,0,6
overview,United Kingdom,K02000001,2020-03-05,3,6
overview,United Kingdom,K02000001,2020-03-04,0,3
overview,United Kingdom,K02000001,2020-03-03,2,3
overview,United Kingdom,K02000001,2020-03-02,1,1
